product_id,category,sub_category,veces_solicitado,unidades_totales_vendidas,ingresos_totales
TEC-AC-10003463,Technology,Accessories,3,9,496.0
TEC-AC-10003469,Technology,Accessories,1,2,513.0
TEC-AC-10003487,Technology,Accessories,6,27,1009.0
TEC-AC-10003499,Technology,Accessories,5,20,195.0
TEC-AC-10003506,Technology,Accessories,3,13,1026.305
TEC-AC-10003518,Technology,Accessories,4,14,1709.733
TEC-AC-10003533,Technology,Accessories,2,9,333.0
TEC-AC-10003548,Technology,Accessories,2,5,85.0
TEC-AC-10003554,Technology,Accessories,2,12,667.0
TEC-AC-10003556,Technology,Accessories,4,14,784.0
TEC-AC-10003569,Technology,Accessories,1,2,88.0
TEC-AC-10003570,Technology,Accessories,1,9,245.0
TEC-AC-10003571,Technology,Accessories,3,18,506.0
TEC-AC-10003577,Technology,Accessories,4,27,990.066
TEC-AC-10003590,Technology,Accessories,5,25,625.0
TEC-AC-10003610,Technology,Accessories,6,20,1140.0
TEC-AC-10003611,Technology,Accessories,9,34,629.0
TEC-AC-10003614,Technology,Accessories,5,14,151.0
TEC-AC-10003615,Technology,Accessories,6,16,2649.0
TEC-AC-10003626,Technology,Accessories,2,6,298.0
TEC-AC-10003628,Technology,Accessories,15,52,1410.0
TEC-AC-10003640,Technology,Accessories,7,27,874.0
TEC-AC-10003657,Technology,Accessories,5,13,367.0
TEC-AC-10003659,Technology,Accessories,4,17,1430.0
TEC-AC-10003666,Technology,Accessories,6,31,2466.432
TEC-AC-10003668,Technology,Accessories,6,17,898.0
TEC-AC-10003681,Technology,Accessories,2,3,72.0
TEC-AC-10003690,Technology,Accessories,3,13,354.0
TEC-AC-10003704,Technology,Accessories,1,1,16.0
TEC-AC-10003709,Technology,Accessories,5,21,20.0
TEC-AC-10003711,Technology,Accessories,2,18,390.0
TEC-AC-10003725,Technology,Accessories,7,31,439.0
TEC-AC-10003734,Technology,Accessories,7,20,807.0
TEC-AC-10003738,Technology,Accessories,5,22,529.0
TEC-AC-10003750,Technology,Accessories,8,33,2588.0
TEC-AC-10003753,Technology,Accessories,5,11,1133.031
TEC-AC-10003763,Technology,Accessories,3,8,247.0
TEC-AC-10003776,Technology,Accessories,6,17,634.0
TEC-AC-10003814,Technology,Accessories,3,13,783.602
TEC-AC-10003824,Technology,Accessories,5,13,316.0
TEC-AC-10003832,Technology,Accessories,18,75,4002.208
TEC-AC-10003851,Technology,Accessories,7,23,1019.0
TEC-AC-10003857,Technology,Accessories,10,32,1361.0
TEC-AC-10003861,Technology,Accessories,3,8,541.0
TEC-AC-10003870,Technology,Accessories,4,17,994.62
TEC-AC-10003873,Technology,Accessories,1,1,30.0
TEC-AC-10003889,Technology,Accessories,6,19,615.0
TEC-AC-10003895,Technology,Accessories,8,38,1313.0
TEC-AC-10003904,Technology,Accessories,4,7,572.0
TEC-AC-10003911,Technology,Accessories,5,18,1601.024
TEC-AC-10003920,Technology,Accessories,2,5,210.0
TEC-AC-10003921,Technology,Accessories,1,14,463.0
TEC-AC-10003927,Technology,Accessories,8,26,866.0
TEC-AC-10003947,Technology,Accessories,1,6,489.0
TEC-AC-10003951,Technology,Accessories,7,29,1004.0
TEC-AC-10003955,Technology,Accessories,10,50,4362.253
TEC-AC-10003964,Technology,Accessories,8,21,538.0
TEC-AC-10003969,Technology,Accessories,1,2,225.0
TEC-AC-10003970,Technology,Accessories,6,21,672.0
TEC-AC-10003987,Technology,Accessories,1,2,57.0
TEC-AC-10003989,Technology,Accessories,4,19,673.0
TEC-AC-10004001,Technology,Accessories,2,10,387.0
TEC-AC-10004012,Technology,Accessories,12,47,1608.0
TEC-AC-10004016,Technology,Accessories,6,23,575.0
TEC-AC-10004018,Technology,Accessories,1,8,901.0
TEC-AC-10004043,Technology,Accessories,11,40,1146.0
TEC-AC-10004044,Technology,Accessories,7,26,595.0
TEC-AC-10004051,Technology,Accessories,2,10,287.0
TEC-AC-10004054,Technology,Accessories,10,32,2698.0
TEC-AC-10004068,Technology,Accessories,3,10,819.0
TEC-AC-10004070,Technology,Accessories,4,12,1734.239
TEC-AC-10004081,Technology,Accessories,6,19,1019.0
TEC-AC-10004094,Technology,Accessories,1,2,44.0
TEC-AC-10004102,Technology,Accessories,1,1,19.0
TEC-AC-10004108,Technology,Accessories,4,29,6.259
TEC-AC-10004114,Technology,Accessories,2,10,361.0
TEC-AC-10004117,Technology,Accessories,3,16,512.0
TEC-AC-10004127,Technology,Accessories,1,4,27.0
TEC-AC-10004144,Technology,Accessories,2,12,528.0
TEC-AC-10004145,Technology,Accessories,5,31,506.9
TEC-AC-10004171,Technology,Accessories,7,31,2687.0
TEC-AC-10004188,Technology,Accessories,4,11,488.0
TEC-AC-10004195,Technology,Accessories,3,11,356.0
TEC-AC-10004196,Technology,Accessories,2,4,368.0
TEC-AC-10004203,Technology,Accessories,7,32,811.0
TEC-AC-10004209,Technology,Accessories,5,14,136.0
TEC-AC-10004221,Technology,Accessories,2,5,504.0
TEC-AC-10004227,Technology,Accessories,7,31,330.0
TEC-AC-10004241,Technology,Accessories,7,26,1055.0
TEC-AC-10004249,Technology,Accessories,4,27,680.0
TEC-AC-10004252,Technology,Accessories,3,7,236.0
TEC-AC-10004269,Technology,Accessories,6,28,2588.0
TEC-AC-10004289,Technology,Accessories,3,8,587.0
TEC-AC-10004306,Technology,Accessories,5,18,923.0
TEC-AC-10004317,Technology,Accessories,3,16,850.0
TEC-AC-10004334,Technology,Accessories,9,26,2296.471
TEC-AC-10004341,Technology,Accessories,3,7,287.0
TEC-AC-10004353,Technology,Accessories,7,21,1109.0
TEC-AC-10004379,Technology,Accessories,9,41,808.0
TEC-AC-10004393,Technology,Accessories,2,8,348.0
TEC-AC-10004396,Technology,Accessories,3,12,175.0
TEC-AC-10004406,Technology,Accessories,1,2,143.0
TEC-AC-10004414,Technology,Accessories,5,18,1480.454
TEC-AC-10004420,Technology,Accessories,1,4,480.0
TEC-AC-10004429,Technology,Accessories,6,17,837.0
TEC-AC-10004434,Technology,Accessories,7,23,454.0
TEC-AC-10004451,Technology,Accessories,7,27,680.0
TEC-AC-10004469,Technology,Accessories,10,42,1576.0
TEC-AC-10004478,Technology,Accessories,2,11,578.0
TEC-AC-10004487,Technology,Accessories,3,19,979.441
TEC-AC-10004508,Technology,Accessories,5,16,885.0
TEC-AC-10004510,Technology,Accessories,12,50,777.0
TEC-AC-10004518,Technology,Accessories,2,14,280.0
TEC-AC-10004520,Technology,Accessories,5,19,558.0
TEC-AC-10004539,Technology,Accessories,3,11,200.0
TEC-AC-10004556,Technology,Accessories,3,11,1275.0
TEC-AC-10004557,Technology,Accessories,5,19,559.0
TEC-AC-10004562,Technology,Accessories,5,24,992.0
TEC-AC-10004566,Technology,Accessories,7,31,919.0
TEC-AC-10004568,Technology,Accessories,8,41,1087.0
TEC-AC-10004571,Technology,Accessories,12,35,3511.244
TEC-AC-10004586,Technology,Accessories,3,15,609.0
TEC-AC-10004591,Technology,Accessories,5,18,1716.0
TEC-AC-10004595,Technology,Accessories,2,4,571.0
TEC-AC-10004604,Technology,Accessories,1,2,46.0
TEC-AC-10004620,Technology,Accessories,7,27,646.0
TEC-AC-10004626,Technology,Accessories,9,29,3592.026
TEC-AC-10004633,Technology,Accessories,6,30,185.0
TEC-AC-10004652,Technology,Accessories,10,28,818.0
TEC-AC-10004659,Technology,Accessories,6,32,1928.0
TEC-AC-10004666,Technology,Accessories,2,10,828.929
TEC-AC-10004679,Technology,Accessories,6,23,865.0
TEC-AC-10004683,Technology,Accessories,1,2,36.0
TEC-AC-10004696,Technology,Accessories,1,2,37.0
TEC-AC-10004704,Technology,Accessories,13,51,2246.0
TEC-AC-10004708,Technology,Accessories,4,12,252.0
TEC-AC-10004709,Technology,Accessories,7,29,829.0
TEC-AC-10004713,Technology,Accessories,4,15,217.0
TEC-AC-10004715,Technology,Accessories,1,3,21.0
TEC-AC-10004743,Technology,Accessories,8,32,5115.0
TEC-AC-10004752,Technology,Accessories,3,9,397.0
TEC-AC-10004753,Technology,Accessories,3,14,1073.0
TEC-AC-10004761,Technology,Accessories,4,17,264.0
TEC-AC-10004773,Technology,Accessories,4,13,276.0
TEC-AC-10004791,Technology,Accessories,2,5,403.0
TEC-AC-10004801,Technology,Accessories,3,8,140.0
TEC-AC-10004803,Technology,Accessories,3,18,251.0
TEC-AC-10004808,Technology,Accessories,5,19,2905.708
TEC-AC-10004811,Technology,Accessories,2,5,148.0
TEC-AC-10004812,Technology,Accessories,1,2,19.0
TEC-AC-10004813,Technology,Accessories,6,29,2030.0
TEC-AC-10004814,Technology,Accessories,1,3,171.0
TEC-AC-10004848,Technology,Accessories,6,23,2177.0
TEC-AC-10004849,Technology,Accessories,4,13,1807.547
TEC-AC-10004853,Technology,Accessories,8,29,1833.0
TEC-AC-10004855,Technology,Accessories,4,16,462.0
TEC-AC-10004859,Technology,Accessories,4,24,374.0
TEC-AC-10004864,Technology,Accessories,5,12,380.0
TEC-AC-10004877,Technology,Accessories,5,23,156.0
TEC-AC-10004880,Technology,Accessories,5,18,1258.0
TEC-AC-10004883,Technology,Accessories,9,25,1989.0
TEC-AC-10004897,Technology,Accessories,3,13,814.0
TEC-AC-10004901,Technology,Accessories,4,13,550.0
TEC-AC-10004904,Technology,Accessories,1,2,76.0
TEC-AC-10004938,Technology,Accessories,10,52,2053.044
TEC-AC-10004939,Technology,Accessories,4,17,290.0
TEC-AC-10004951,Technology,Accessories,6,22,333.0
TEC-AC-10004975,Technology,Accessories,13,54,2180.1
TEC-AC-10004992,Technology,Accessories,2,6,202.0
TEC-AC-10004997,Technology,Accessories,5,17,1883.0
TEC-APP-10000135,Technology,Phones,3,3,195.0
TEC-APP-10000308,Technology,Phones,9,21,2298.652
TEC-APP-10000530,Technology,Phones,1,1,50.0
TEC-APP-10001108,Technology,Phones,4,10,682.0
TEC-APP-10001340,Technology,Phones,5,12,748.0
TEC-APP-10001389,Technology,Phones,8,12,1887.0
TEC-APP-10001586,Technology,Phones,8,41,1767.208
TEC-APP-10001732,Technology,Phones,3,3,228.0
TEC-APP-10001851,Technology,Phones,5,6,307.0
TEC-APP-10001965,Technology,Phones,5,19,1179.0
TEC-APP-10002310,Technology,Phones,4,8,450.0
TEC-APP-10002321,Technology,Phones,5,17,1242.0
TEC-APP-10002829,Technology,Phones,4,6,1008.0
TEC-APP-10002966,Technology,Phones,6,20,1287.4750000000001
TEC-APP-10003032,Technology,Phones,4,10,1698.0
TEC-APP-10003588,Technology,Phones,2,9,56.093
TEC-APP-10004049,Technology,Phones,7,11,908.0
TEC-APP-10004296,Technology,Phones,3,5,399.0
TEC-APP-10004464,Technology,Phones,4,5,602.0
TEC-APP-10004469,Technology,Phones,3,4,461.0
TEC-APP-10004584,Technology,Phones,5,20,626.0
TEC-APP-10004657,Technology,Phones,4,6,1274.546
TEC-APP-10004912,Technology,Phones,7,16,1454.0
TEC-BEL-10000485,Technology,Accessories,5,11,637.0
TEC-BEL-10000681,Technology,Accessories,6,14,574.0
TEC-BEL-10000696,Technology,Accessories,4,5,152.0
TEC-BEL-10001189,Technology,Accessories,2,2,360.0
TEC-BEL-10001391,Technology,Accessories,3,4,223.0
TEC-BEL-10001689,Technology,Accessories,1,1,260.0
TEC-BEL-10001971,Technology,Accessories,5,13,522.0
TEC-BEL-10002106,Technology,Accessories,5,12,1057.0
TEC-BEL-10002153,Technology,Accessories,1,1,13.0
TEC-BEL-10002178,Technology,Accessories,2,5,217.0
TEC-BEL-10002207,Technology,Accessories,4,7,725.0
TEC-BEL-10002324,Technology,Accessories,5,16,873.0
TEC-BEL-10002476,Technology,Accessories,4,7,778.0350000000001
TEC-BEL-10002516,Technology,Accessories,4,7,257.0
TEC-BEL-10002678,Technology,Accessories,5,12,710.0
TEC-BEL-10003177,Technology,Accessories,9,29,1881.0
TEC-BEL-10003311,Technology,Accessories,2,4,218.0
TEC-BEL-10003875,Technology,Accessories,4,11,1140.0
TEC-BEL-10003896,Technology,Accessories,7,18,648.0
TEC-BEL-10003985,Technology,Accessories,10,25,3136.554
TEC-BEL-10004162,Technology,Accessories,2,8,319.0
TEC-BEL-10004386,Technology,Accessories,3,7,371.0
TEC-BEL-10004950,Technology,Accessories,6,21,1137.0
TEC-BRO-10000348,Technology,Copiers,2,3,787.0
TEC-BRO-10000374,Technology,Copiers,4,18,884.768
TEC-BRO-10000381,Technology,Copiers,3,5,497.0
TEC-BRO-10000463,Technology,Copiers,7,15,2215.582
TEC-BRO-10000663,Technology,Copiers,4,7,1003.0
TEC-BRO-10000773,Technology,Copiers,3,5,536.0
TEC-BRO-10000917,Technology,Copiers,3,5,1590.0
TEC-BRO-10001293,Technology,Copiers,3,3,429.0
TEC-BRO-10001568,Technology,Copiers,3,4,1513.0
TEC-BRO-10001852,Technology,Copiers,1,1,76.0
TEC-BRO-10001938,Technology,Copiers,3,3,905.0
TEC-BRO-10002103,Technology,Copiers,4,14,596.487
TEC-BRO-10002345,Technology,Copiers,3,7,1029.0
TEC-BRO-10002579,Technology,Copiers,1,1,105.0
TEC-BRO-10003380,Technology,Copiers,4,5,1145.0
TEC-BRO-10003401,Technology,Copiers,4,5,589.0
TEC-BRO-10003555,Technology,Copiers,5,7,816.0
TEC-BRO-10003876,Technology,Copiers,3,5,1593.0
TEC-BRO-10003986,Technology,Copiers,7,13,1673.0
TEC-BRO-10004178,Technology,Copiers,3,6,759.515
TEC-BRO-10004184,Technology,Copiers,1,6,913.0
TEC-BRO-10004328,Technology,Copiers,5,5,1376.0
TEC-BRO-10004802,Technology,Copiers,5,15,1586.167
TEC-CAN-10000030,Technology,Copiers,2,3,287.0
TEC-CAN-10000932,Technology,Copiers,3,10,577.279
TEC-CAN-10001256,Technology,Copiers,1,1,151.0
TEC-CAN-10001376,Technology,Copiers,1,1,190.0
TEC-CAN-10001378,Technology,Copiers,3,11,424.128
TEC-CAN-10001437,Technology,Copiers,6,26,1296.33
TEC-CAN-10001571,Technology,Copiers,1,4,571.0
TEC-CAN-10001789,Technology,Copiers,3,3,446.0
TEC-CAN-10001853,Technology,Copiers,4,21,955.699
TEC-CAN-10001981,Technology,Copiers,3,4,581.0
TEC-CAN-10002337,Technology,Copiers,2,2,298.0
TEC-CAN-10002363,Technology,Copiers,5,11,1337.272
TEC-CAN-10002802,Technology,Copiers,2,3,227.0
TEC-CAN-10002843,Technology,Copiers,5,13,1454.0
TEC-CAN-10002879,Technology,Copiers,6,10,1926.0
TEC-CAN-10003392,Technology,Copiers,3,11,793.109
TEC-CAN-10004166,Technology,Copiers,4,6,864.0
TEC-CAN-10004214,Technology,Copiers,3,4,772.0
TEC-CAN-10004291,Technology,Copiers,5,11,2650.513
TEC-CAN-10004354,Technology,Copiers,5,10,1383.0
TEC-CAN-10004556,Technology,Copiers,3,9,1052.0
TEC-CAN-10004697,Technology,Copiers,3,4,649.0
TEC-CAN-10004839,Technology,Copiers,3,9,344.281
TEC-CAN-10004913,Technology,Copiers,4,9,630.573
TEC-CIS-10000351,Technology,Phones,2,3,464.0
TEC-CIS-10000436,Technology,Phones,7,15,1980.0
TEC-CIS-10000758,Technology,Phones,4,7,1961.6109999999999
TEC-CIS-10000791,Technology,Phones,4,13,698.467
TEC-CIS-10001122,Technology,Phones,7,10,1124.0
TEC-CIS-10001661,Technology,Phones,4,10,1307.0
TEC-CIS-10001717,Technology,Phones,5,11,1508.187
TEC-CIS-10001767,Technology,Phones,3,5,359.0
TEC-CIS-10001877,Technology,Phones,7,13,851.0
TEC-CIS-10001938,Technology,Phones,5,13,657.457
TEC-CIS-10002153,Technology,Phones,5,6,1110.0
TEC-CIS-10002259,Technology,Phones,11,33,2419.858
TEC-CIS-10002344,Technology,Phones,8,24,860.332
TEC-CIS-10002544,Technology,Phones,2,9,808.0
TEC-CIS-10002565,Technology,Phones,5,6,658.0
TEC-CIS-10002598,Technology,Phones,7,9,1529.0
TEC-CIS-10002814,Technology,Phones,3,7,246.0
TEC-CIS-10002986,Technology,Phones,3,6,847.0
TEC-CIS-10003017,Technology,Phones,7,24,2703.0
TEC-CIS-10003103,Technology,Phones,7,21,830.0
TEC-CIS-10003439,Technology,Phones,6,16,1417.0
TEC-CIS-10003501,Technology,Phones,4,15,582.531
TEC-CIS-10003676,Technology,Phones,9,18,1591.0
TEC-CIS-10004967,Technology,Phones,3,5,353.0
TEC-CO-10000011,Technology,Copiers,5,16,1836.0
TEC-CO-10000013,Technology,Copiers,8,39,3559.327
TEC-CO-10000043,Technology,Copiers,4,9,1738.0
TEC-CO-10000051,Technology,Copiers,3,13,1190.902
TEC-CO-10000070,Technology,Copiers,5,17,1320.624
TEC-CO-10000082,Technology,Copiers,4,21,1253.473
TEC-CO-10000119,Technology,Copiers,2,3,874.0
TEC-CO-10000129,Technology,Copiers,6,15,1575.158
TEC-CO-10000135,Technology,Copiers,4,18,1671.623
TEC-CO-10000137,Technology,Copiers,9,42,2029.838
TEC-CO-10000172,Technology,Copiers,4,16,1837.0
TEC-CO-10000178,Technology,Copiers,5,23,2720.0
TEC-CO-10000208,Technology,Copiers,4,16,5.788
TEC-CO-10000222,Technology,Copiers,5,19,2014.0
TEC-CO-10000228,Technology,Copiers,3,11,1458.0
TEC-CO-10000243,Technology,Copiers,1,2,229.0
TEC-CO-10000259,Technology,Copiers,2,9,1194.0
TEC-CO-10000262,Technology,Copiers,5,20,1802.0
TEC-CO-10000263,Technology,Copiers,3,9,641.63
TEC-CO-10000266,Technology,Copiers,7,28,2945.228
TEC-CO-10000269,Technology,Copiers,7,22,2692.0
TEC-CO-10000270,Technology,Copiers,4,14,2070.004
TEC-CO-10000279,Technology,Copiers,1,3,427.0
TEC-CO-10000296,Technology,Copiers,6,21,2616.0
TEC-CO-10000338,Technology,Copiers,5,12,2149.0
TEC-CO-10000344,Technology,Copiers,4,14,941.22
TEC-CO-10000372,Technology,Copiers,6,16,1510.0
TEC-CO-10000387,Technology,Copiers,3,7,982.0
TEC-CO-10000388,Technology,Copiers,6,18,1066.128
TEC-CO-10000395,Technology,Copiers,4,16,2130.064
TEC-CO-10000405,Technology,Copiers,7,17,4135.081
TEC-CO-10000407,Technology,Copiers,2,6,207.209
TEC-CO-10000415,Technology,Copiers,2,10,1487.0
TEC-CO-10000422,Technology,Copiers,5,15,1175.0
TEC-CO-10000427,Technology,Copiers,5,11,2408.0
TEC-CO-10000447,Technology,Copiers,6,31,769.769
TEC-CO-10000452,Technology,Copiers,5,19,2604.584
TEC-CO-10000500,Technology,Copiers,5,15,2672.0
TEC-CO-10000534,Technology,Copiers,5,24,2178.122
TEC-CO-10000556,Technology,Copiers,5,19,1335.747
TEC-CO-10000560,Technology,Copiers,6,23,871.2180000000001
TEC-CO-10000562,Technology,Copiers,5,19,1624.462
TEC-CO-10000565,Technology,Copiers,3,6,1022.0
TEC-CO-10000594,Technology,Copiers,4,14,1490.157
TEC-CO-10000601,Technology,Copiers,2,12,1061.0
TEC-CO-10000620,Technology,Copiers,8,20,4863.892
TEC-CO-10000660,Technology,Copiers,12,40,4396.426
TEC-CO-10000663,Technology,Copiers,4,20,898.92
TEC-CO-10000666,Technology,Copiers,6,26,3636.161
TEC-CO-10000679,Technology,Copiers,10,41,4479.282
TEC-CO-10000764,Technology,Copiers,4,14,1921.152
TEC-CO-10000771,Technology,Copiers,4,16,1010.216
TEC-CO-10000775,Technology,Copiers,3,16,1392.003
TEC-CO-10000777,Technology,Copiers,1,3,429.0
TEC-CO-10000778,Technology,Copiers,9,19,3126.0
TEC-CO-10000786,Technology,Copiers,5,10,2768.0
TEC-CO-10000791,Technology,Copiers,8,35,2347.32
TEC-CO-10000794,Technology,Copiers,6,28,1520.095
TEC-CO-10000821,Technology,Copiers,3,9,1213.0
TEC-CO-10000825,Technology,Copiers,4,15,2001.0
TEC-CO-10000847,Technology,Copiers,2,8,1027.0
TEC-CO-10000854,Technology,Copiers,3,22,579.596
TEC-CO-10000865,Technology,Copiers,5,24,1227.385
TEC-CO-10000887,Technology,Copiers,4,12,2000.0
TEC-CO-10000915,Technology,Copiers,5,15,1426.0
TEC-CO-10000917,Technology,Copiers,8,22,3455.0
TEC-CO-10000953,Technology,Copiers,4,11,2667.081
TEC-CO-10000956,Technology,Copiers,9,29,4165.0
TEC-CO-10000961,Technology,Copiers,1,4,280.0
TEC-CO-10000967,Technology,Copiers,5,16,1952.4
TEC-CO-10000971,Technology,Copiers,6,16,2701.5
TEC-CO-10000972,Technology,Copiers,5,25,2072.0190000000002
TEC-CO-10001001,Technology,Copiers,3,18,1235.395
TEC-CO-10001008,Technology,Copiers,6,30,1726.018
TEC-CO-10001037,Technology,Copiers,9,27,2559.0
TEC-CO-10001040,Technology,Copiers,4,10,874.0
TEC-CO-10001042,Technology,Copiers,5,16,1731.0
TEC-CO-10001046,Technology,Copiers,5,16,1407.56
TEC-CO-10001087,Technology,Copiers,3,14,1386.0
TEC-CO-10001093,Technology,Copiers,1,3,247.0
TEC-CO-10001142,Technology,Copiers,1,3,441.0
TEC-CO-10001145,Technology,Copiers,3,6,812.0
TEC-CO-10001157,Technology,Copiers,6,27,1791.1019999999999
TEC-CO-10001162,Technology,Copiers,6,15,3378.893
TEC-CO-10001166,Technology,Copiers,6,19,2210.0
TEC-CO-10001177,Technology,Copiers,6,19,1994.0
TEC-CO-10001191,Technology,Copiers,3,16,907.604
TEC-CO-10001192,Technology,Copiers,6,29,2245.115
TEC-CO-10001196,Technology,Copiers,1,4,768.0
TEC-CO-10001204,Technology,Copiers,6,23,3497.927
TEC-CO-10001221,Technology,Copiers,7,25,2903.0
TEC-CO-10001222,Technology,Copiers,5,17,996.371
TEC-CO-10001234,Technology,Copiers,8,28,2921.751
TEC-CO-10001264,Technology,Copiers,5,21,2076.0
TEC-CO-10001271,Technology,Copiers,1,2,64.0
TEC-CO-10001275,Technology,Copiers,1,7,890.0
TEC-CO-10001301,Technology,Copiers,1,2,287.0
TEC-CO-10001309,Technology,Copiers,8,28,4604.771
TEC-CO-10001317,Technology,Copiers,1,2,354.0
TEC-CO-10001342,Technology,Copiers,4,19,977.272
TEC-CO-10001343,Technology,Copiers,1,2,636.0
TEC-CO-10001352,Technology,Copiers,4,10,1136.0
TEC-CO-10001371,Technology,Copiers,3,5,515.0
TEC-CO-10001375,Technology,Copiers,5,19,1651.165
TEC-CO-10001382,Technology,Copiers,4,15,1839.0
TEC-CO-10001391,Technology,Copiers,3,6,630.0
TEC-CO-10001407,Technology,Copiers,7,22,3041.0
TEC-CO-10001410,Technology,Copiers,10,33,4295.0
TEC-CO-10001413,Technology,Copiers,4,11,1138.028
TEC-CO-10001419,Technology,Copiers,5,21,1858.0700000000002
TEC-CO-10001425,Technology,Copiers,2,6,698.0
TEC-CO-10001445,Technology,Copiers,2,10,283.129
TEC-CO-10001449,Technology,Copiers,8,38,1936.92
TEC-CO-10001450,Technology,Copiers,3,10,562.0
TEC-CO-10001468,Technology,Copiers,7,21,2753.27
TEC-CO-10001472,Technology,Copiers,5,18,2503.195
TEC-CO-10001482,Technology,Copiers,3,11,1349.0
TEC-CO-10001487,Technology,Copiers,3,8,1101.0
TEC-CO-10001501,Technology,Copiers,4,12,1130.068
TEC-CO-10001523,Technology,Copiers,2,7,1195.0
TEC-CO-10001531,Technology,Copiers,2,4,573.0
TEC-CO-10001560,Technology,Copiers,2,3,300.0
TEC-CO-10001567,Technology,Copiers,6,15,3497.0
TEC-CO-10001571,Technology,Copiers,7,10,4400.0
TEC-CO-10001580,Technology,Copiers,6,19,1623.0
TEC-CO-10001589,Technology,Copiers,4,15,761.0319999999999
TEC-CO-10001595,Technology,Copiers,7,18,3086.0
TEC-CO-10001596,Technology,Copiers,5,15,1410.898
TEC-CO-10001626,Technology,Copiers,6,20,1637.887
TEC-CO-10001628,Technology,Copiers,10,45,5090.0
TEC-CO-10001629,Technology,Copiers,1,2,241.0
TEC-CO-10001630,Technology,Copiers,4,11,1461.0
TEC-CO-10001633,Technology,Copiers,8,32,3605.775
TEC-CO-10001654,Technology,Copiers,6,27,2268.221
TEC-CO-10001674,Technology,Copiers,5,9,829.0
TEC-CO-10001678,Technology,Copiers,3,10,1592.591
TEC-CO-10001703,Technology,Copiers,8,25,5116.0
TEC-CO-10001725,Technology,Copiers,2,10,967.0
TEC-CO-10001726,Technology,Copiers,5,16,2331.0
TEC-CO-10001741,Technology,Copiers,1,2,521.0
TEC-CO-10001742,Technology,Copiers,5,17,2370.0
TEC-CO-10001756,Technology,Copiers,9,19,1669.0
TEC-CO-10001766,Technology,Copiers,7,29,1819.101
TEC-CO-10001775,Technology,Copiers,6,22,1820.848
TEC-CO-10001787,Technology,Copiers,4,16,1324.383
TEC-CO-10001795,Technology,Copiers,3,14,1477.0
TEC-CO-10001818,Technology,Copiers,13,56,4346.205
TEC-CO-10001824,Technology,Copiers,4,8,648.0
TEC-CO-10001831,Technology,Copiers,3,6,905.0
TEC-CO-10001839,Technology,Copiers,4,20,1150.507
TEC-CO-10001846,Technology,Copiers,2,8,1113.0
TEC-CO-10001864,Technology,Copiers,1,6,524.0
TEC-CO-10001869,Technology,Copiers,1,2,379.0
TEC-CO-10001893,Technology,Copiers,7,18,3607.0
TEC-CO-10001894,Technology,Copiers,6,18,2454.221
TEC-CO-10001895,Technology,Copiers,4,23,1346.2069999999999
TEC-CO-10001919,Technology,Copiers,3,16,1705.703
TEC-CO-10001926,Technology,Copiers,4,19,1335.3229999999999
TEC-CO-10001933,Technology,Copiers,8,29,3849.19
TEC-CO-10001937,Technology,Copiers,2,4,504.0
TEC-CO-10001943,Technology,Copiers,6,25,2521.6
TEC-CO-10001952,Technology,Copiers,1,5,648.0
TEC-CO-10001954,Technology,Copiers,5,21,1289.341
TEC-CO-10001968,Technology,Copiers,7,20,1329.0
TEC-CO-10001978,Technology,Copiers,3,11,1399.0
TEC-CO-10002009,Technology,Copiers,7,21,3060.003
TEC-CO-10002035,Technology,Copiers,7,30,2465.802
TEC-CO-10002040,Technology,Copiers,8,32,1507.943
TEC-CO-10002043,Technology,Copiers,1,5,1.892
TEC-CO-10002055,Technology,Copiers,3,9,1224.0
TEC-CO-10002057,Technology,Copiers,6,17,3695.0
TEC-CO-10002062,Technology,Copiers,3,12,1026.0
TEC-CO-10002063,Technology,Copiers,6,19,3755.0
TEC-CO-10002065,Technology,Copiers,5,15,1964.0
TEC-CO-10002083,Technology,Copiers,2,3,291.0
TEC-CO-10002089,Technology,Copiers,5,15,1235.0
TEC-CO-10002095,Technology,Copiers,7,21,1707.2
TEC-CO-10002108,Technology,Copiers,4,24,2159.0
TEC-CO-10002110,Technology,Copiers,7,27,2361.0
TEC-CO-10002113,Technology,Copiers,7,33,1974.172
TEC-CO-10002119,Technology,Copiers,5,18,3067.922
TEC-CO-10002122,Technology,Copiers,1,6,1.917
TEC-CO-10002150,Technology,Copiers,6,17,3056.0
TEC-CO-10002157,Technology,Copiers,3,13,1816.894
TEC-CO-10002174,Technology,Copiers,7,30,2437.32
TEC-CO-10002197,Technology,Copiers,4,14,2245.0
TEC-CO-10002201,Technology,Copiers,4,12,871.0
TEC-CO-10002232,Technology,Copiers,5,30,974.188
TEC-CO-10002240,Technology,Copiers,4,8,2083.0
TEC-CO-10002242,Technology,Copiers,7,25,3166.543
TEC-CO-10002244,Technology,Copiers,6,22,2271.0
TEC-CO-10002269,Technology,Copiers,5,25,1978.487
TEC-CO-10002271,Technology,Copiers,5,23,2793.18
TEC-CO-10002283,Technology,Copiers,5,19,2728.641
TEC-CO-10002284,Technology,Copiers,8,26,3329.651
TEC-CO-10002313,Technology,Copiers,4,11,605.4
TEC-CO-10002316,Technology,Copiers,5,31,2329.415
TEC-CO-10002323,Technology,Copiers,1,6,781.0
TEC-CO-10002326,Technology,Copiers,3,5,1055.0
TEC-CO-10002350,Technology,Copiers,5,18,572.368
