product_code,popularidad_global,ventas_acumuladas,clientes_distintos,unidades_acumuladas
OFF-SU-10002653,3,172.0,3,8
OFF-SU-10002670,4,192.0,4,8
OFF-SU-10002709,6,954.0,6,35
OFF-SU-10002710,2,170.0,2,6
OFF-SU-10002715,6,434.0,6,13
OFF-SU-10002732,7,888.0,7,28
OFF-SU-10002742,7,686.0,7,24
OFF-SU-10002750,1,41.0,1,2
OFF-SU-10002775,2,350.0,2,10
OFF-SU-10002785,5,507.0,5,17
OFF-SU-10002816,6,702.0,6,27
OFF-SU-10002831,1,102.0,1,4
OFF-SU-10002849,3,110.0,3,16
OFF-SU-10002881,6,681.99,6,22
OFF-SU-10002900,2,344.0,2,8
OFF-SU-10002909,2,124.0,2,11
OFF-SU-10002911,8,414.0,8,23
OFF-SU-10002934,1,87.0,1,2
OFF-SU-10002961,3,72.0,3,9
OFF-SU-10002962,5,318.0,5,22
OFF-SU-10002983,4,386.0,4,14
OFF-SU-10002993,3,221.0,3,9
OFF-SU-10003002,2,10.0,2,4
OFF-SU-10003019,7,327.0,7,25
OFF-SU-10003040,5,262.0,5,12
OFF-SU-10003046,1,58.0,1,4
OFF-SU-10003072,3,614.0,3,16
OFF-SU-10003082,6,391.0,6,18
OFF-SU-10003085,3,248.0,3,15
OFF-SU-10003098,2,115.0,2,10
OFF-SU-10003105,6,1069.0,6,29
OFF-SU-10003115,10,840.0,10,38
OFF-SU-10003118,1,206.0,1,4
OFF-SU-10003126,6,738.0,6,25
OFF-SU-10003130,4,804.0,4,24
OFF-SU-10003137,2,115.0,2,9
OFF-SU-10003157,5,195.0,5,13
OFF-SU-10003160,6,293.0,6,20
OFF-SU-10003162,5,331.0,5,18
OFF-SU-10003173,3,108.0,3,8
OFF-SU-10003191,1,30.0,1,2
OFF-SU-10003209,2,72.0,2,3
OFF-SU-10003211,3,210.0,3,13
OFF-SU-10003221,8,1039.0,8,28
OFF-SU-10003229,3,487.0,3,11
OFF-SU-10003234,4,552.0,4,14
OFF-SU-10003236,6,207.0,6,15
OFF-SU-10003252,6,1251.0,6,30
OFF-SU-10003259,3,368.0,2,13
OFF-SU-10003267,5,404.0,5,16
OFF-SU-10003277,3,73.0,3,7
OFF-SU-10003332,4,158.0,4,8
OFF-SU-10003343,9,1016.0,9,33
OFF-SU-10003355,2,194.0,2,6
OFF-SU-10003357,6,846.0,6,18
OFF-SU-10003371,9,1133.0,9,42
OFF-SU-10003428,1,69.0,1,2
OFF-SU-10003456,3,377.0,3,16
OFF-SU-10003473,6,748.0,6,22
OFF-SU-10003474,6,403.0,6,19
OFF-SU-10003483,3,239.0,3,10
OFF-SU-10003485,5,237.0,5,14
OFF-SU-10003505,8,2641.0,8,24
OFF-SU-10003509,3,216.0,3,13
OFF-SU-10003511,3,149.0,3,11
OFF-SU-10003515,7,823.0,7,24
OFF-SU-10003522,4,527.0,4,19
OFF-SU-10003527,8,322.0,8,30
OFF-SU-10003535,3,257.0,3,7
OFF-SU-10003537,7,566.0,7,32
OFF-SU-10003540,1,140.0,1,3
OFF-SU-10003544,1,178.0,1,8
OFF-SU-10003545,1,120.0,1,14
OFF-SU-10003556,7,1143.0,7,26
OFF-SU-10003559,11,383.0,11,37
OFF-SU-10003567,4,136.0,4,17
OFF-SU-10003582,2,108.0,2,12
OFF-SU-10003592,5,351.0,5,26
OFF-SU-10003624,2,236.0,2,10
OFF-SU-10003629,13,1017.0,13,58
OFF-SU-10003632,11,963.0,11,40
OFF-SU-10003651,5,223.0,5,23
OFF-SU-10003659,1,139.0,1,5
OFF-SU-10003665,13,1198.0,13,50
OFF-SU-10003671,1,93.0,1,4
OFF-SU-10003683,3,91.0,3,9
OFF-SU-10003688,2,300.0,2,10
OFF-SU-10003697,6,327.0,6,21
OFF-SU-10003701,6,242.0,6,26
OFF-SU-10003717,6,284.0,6,30
OFF-SU-10003719,8,412.0,8,29
OFF-SU-10003723,3,320.0,3,8
OFF-SU-10003739,8,524.0,8,30
OFF-SU-10003749,5,443.0,5,19
OFF-SU-10003758,6,649.0,6,28
OFF-SU-10003780,1,33.0,1,4
OFF-SU-10003789,12,892.0,12,31
OFF-SU-10003801,1,39.0,1,4
OFF-SU-10003803,5,461.0,5,12
OFF-SU-10003804,3,678.0,3,14
OFF-SU-10003834,9,1239.0,9,28
OFF-SU-10003863,2,270.0,2,11
OFF-SU-10003866,1,37.0,1,4
OFF-SU-10003879,3,249.0,3,8
OFF-SU-10003892,6,482.0,6,22
OFF-SU-10003897,5,259.0,5,21
OFF-SU-10003907,8,945.0,8,34
OFF-SU-10003924,5,464.0,5,16
OFF-SU-10003936,2,14.0,2,5
OFF-SU-10003951,5,779.0,5,16
OFF-SU-10003966,3,203.0,3,8
OFF-SU-10003973,1,58.0,1,5
OFF-SU-10003991,6,308.0,6,11
OFF-SU-10004008,5,349.0,5,18
OFF-SU-10004048,1,56.0,1,2
OFF-SU-10004077,6,614.0,6,22
OFF-SU-10004087,3,329.0,3,15
OFF-SU-10004091,4,84.0,4,12
OFF-SU-10004095,6,881.0,6,31
OFF-SU-10004110,3,152.0,3,12
OFF-SU-10004115,4,82.0,4,13
OFF-SU-10004119,10,851.0,10,31
OFF-SU-10004177,8,724.0,8,22
OFF-SU-10004192,3,86.0,3,8
OFF-SU-10004198,6,378.0,6,22
OFF-SU-10004230,7,608.0,7,32
OFF-SU-10004231,6,198.0,6,22
OFF-SU-10004236,11,686.0,10,33
OFF-SU-10004244,7,685.0,7,27
OFF-SU-10004246,3,216.0,3,11
OFF-SU-10004249,2,173.0,2,6
OFF-SU-10004261,4,216.0,4,14
OFF-SU-10004279,5,565.0,5,15
OFF-SU-10004283,2,255.0,2,8
OFF-SU-10004290,3,45.0,3,7
OFF-SU-10004299,4,620.0,4,19
OFF-SU-10004304,4,243.0,4,14
OFF-SU-10004306,10,1842.0,10,51
OFF-SU-10004316,5,683.0,5,28
OFF-SU-10004317,1,19.0,1,2
OFF-SU-10004361,7,607.0,7,25
OFF-SU-10004373,1,43.0,1,2
OFF-SU-10004401,4,895.0,4,20
OFF-SU-10004434,1,77.0,1,4
OFF-SU-10004435,3,493.0,3,11
OFF-SU-10004446,9,461.0,9,37
OFF-SU-10004452,3,198.0,3,15
OFF-SU-10004461,3,328.0,3,10
OFF-SU-10004462,2,151.0,2,8
OFF-SU-10004480,5,644.0,5,30
OFF-SU-10004481,5,419.0,5,16
OFF-SU-10004496,5,408.0,5,17
OFF-SU-10004497,4,380.0,4,22
OFF-SU-10004498,7,238.0,7,20
OFF-SU-10004514,1,27.0,1,1
OFF-SU-10004524,6,814.0,6,28
OFF-SU-10004575,3,172.0,3,7
OFF-SU-10004589,2,139.0,2,4
OFF-SU-10004627,3,396.0,3,11
OFF-SU-10004630,2,158.0,2,4
OFF-SU-10004643,6,923.0,6,34
OFF-SU-10004650,8,601.0,8,32
OFF-SU-10004655,5,589.0,5,21
OFF-SU-10004658,6,264.0,6,14
OFF-SU-10004659,2,232.0,2,12
OFF-SU-10004661,5,103.0,5,13
OFF-SU-10004662,15,1598.0,14,73
OFF-SU-10004663,7,454.0,7,27
OFF-SU-10004664,4,167.0,4,23
OFF-SU-10004691,4,258.0,4,13
OFF-SU-10004696,5,617.0,5,18
OFF-SU-10004705,5,187.0,5,20
OFF-SU-10004711,4,265.0,4,10
OFF-SU-10004727,3,113.0,3,6
OFF-SU-10004737,3,89.0,3,13
OFF-SU-10004762,1,41.0,1,3
OFF-SU-10004766,8,781.0,8,20
OFF-SU-10004768,3,35.0,3,7
OFF-SU-10004771,2,92.0,2,9
OFF-SU-10004780,5,242.0,5,12
OFF-SU-10004782,7,179.0,7,24
OFF-SU-10004784,1,49.0,1,2
OFF-SU-10004791,1,112.0,1,4
OFF-SU-10004794,7,684.0,7,28
OFF-SU-10004799,1,32.0,1,9
OFF-SU-10004802,1,27.0,1,1
OFF-SU-10004814,6,833.0,6,18
OFF-SU-10004818,3,294.0,3,10
OFF-SU-10004822,2,242.0,2,9
OFF-SU-10004846,6,592.0,6,28
OFF-SU-10004848,6,832.0,6,24
OFF-SU-10004872,5,426.0,5,15
OFF-SU-10004873,1,74.0,1,2
OFF-SU-10004884,3,195.0,3,13
OFF-SU-10004888,2,474.0,2,10
OFF-SU-10004899,4,252.0,4,14
OFF-SU-10004902,3,112.0,3,7
OFF-SU-10004904,4,116.0,4,12
OFF-SU-10004911,3,724.0,3,16
OFF-SU-10004919,1,112.0,1,7
OFF-SU-10004932,1,18.0,1,4
OFF-SU-10004938,4,505.0,4,14
OFF-SU-10004980,7,968.0,7,24
OFF-TEN-10000025,16,4409.225,16,32
OFF-TEN-10000360,12,564.0,12,28
OFF-TEN-10000433,10,2520.626,10,23
OFF-TEN-10000703,9,691.0,9,14
OFF-TEN-10000766,4,190.0,4,8
OFF-TEN-10000794,13,1746.0,13,41
OFF-TEN-10000827,7,1301.0,7,11
OFF-TEN-10000894,9,628.0,9,29
OFF-TEN-10001031,11,1067.0,11,22
OFF-TEN-10001129,16,1249.0,16,33
OFF-TEN-10001160,9,1046.0,9,21
OFF-TEN-10001480,7,1323.0,7,25
OFF-TEN-10001585,8,184.0,8,14
OFF-TEN-10002065,9,932.0,9,23
OFF-TEN-10002817,9,274.0,9,14
OFF-TEN-10002835,13,3316.0,13,20
OFF-TEN-10003089,13,2981.0,13,23
OFF-TEN-10003127,10,261.0,10,19
OFF-TEN-10003148,9,3389.0,9,19
OFF-TEN-10003211,12,182.0,12,14
OFF-TEN-10003948,14,402.0,14,29
OFF-TEN-10004194,12,2640.0,12,23
OFF-TEN-10004210,8,766.0,7,15
OFF-TEN-10004270,12,1943.0,12,19
OFF-WIL-10000146,5,572.0,5,13
OFF-WIL-10000164,11,765.0,11,22
OFF-WIL-10000390,14,412.0,14,38
OFF-WIL-10000604,13,267.0,13,32
OFF-WIL-10000777,10,495.0,9,21
OFF-WIL-10000979,16,242.0,16,51
OFF-WIL-10000986,8,191.0,8,22
OFF-WIL-10001069,16,134.0,16,35
OFF-WIL-10001495,5,52.0,5,9
OFF-WIL-10001801,8,422.0,8,17
OFF-WIL-10001889,10,52.0,10,13
OFF-WIL-10001979,10,172.0,10,29
OFF-WIL-10002153,13,677.0,13,29
OFF-WIL-10002233,13,290.0,13,45
OFF-WIL-10002593,12,88.0,12,16
OFF-WIL-10002772,15,1005.0,15,38
OFF-WIL-10002787,12,288.0,12,23
OFF-WIL-10002947,11,204.0,11,35
OFF-WIL-10003299,13,1599.0,13,35
OFF-WIL-10003308,11,365.0,11,34
OFF-WIL-10003532,14,1505.0,13,36
OFF-WIL-10003774,11,138.0,11,23
OFF-WIL-10003933,16,285.0,16,29
OFF-WIL-10004697,9,283.0,9,23
OFF-XER-10000482,5,129.0,5,6
OFF-XER-10000566,1,73.0,1,8
OFF-XER-10000641,2,63.0,2,2
OFF-XER-10000846,2,884.0,2,18
OFF-XER-10001429,2,17.0,2,2
OFF-XER-10001454,2,88.0,2,6
OFF-XER-10001513,5,117.0,5,7
OFF-XER-10001746,4,97.0,4,6
OFF-XER-10002256,4,236.0,4,9
OFF-XER-10002848,1,26.0,1,4
OFF-XER-10002906,3,55.0,3,4
OFF-XER-10002982,4,159.0,4,9
OFF-XER-10003104,3,36.0,3,4
OFF-XER-10003203,9,302.0,9,20
OFF-XER-10003300,5,275.0,5,14
OFF-XER-10003329,2,119.0,2,5
OFF-XER-10003495,2,153.0,2,7
OFF-XER-10003600,1,15.0,1,1
OFF-XER-10003901,5,212.0,5,7
OFF-XER-10004012,3,218.0,3,9
OFF-XER-10004042,6,101.0,6,9
OFF-XER-10004519,4,416.0,4,9
OFF-XER-10004820,2,211.0,2,8
TEC-AC-10000007,5,2054.026,5,12
TEC-AC-10000023,5,504.0,5,24
TEC-AC-10000025,1,135.0,1,2
TEC-AC-10000051,4,617.0,4,9
TEC-AC-10000053,2,953.283,2,12
TEC-AC-10000057,5,558.0,5,19
TEC-AC-10000086,4,280.0,4,17
TEC-AC-10000089,4,900.5889999999999,4,21
TEC-AC-10000097,9,1262.0,9,32
TEC-AC-10000109,9,1490.0,9,29
TEC-AC-10000110,3,386.0,3,10
TEC-AC-10000111,6,412.0,6,13
TEC-AC-10000115,1,98.0,1,2
TEC-AC-10000140,5,1658.0,5,29
TEC-AC-10000151,5,330.0,5,16
TEC-AC-10000152,4,378.0,4,20
TEC-AC-10000158,9,900.0,9,27
TEC-AC-10000170,4,910.0,4,14
TEC-AC-10000171,5,248.0,5,12
TEC-AC-10000199,3,44.0,3,9
TEC-AC-10000203,11,3492.11,11,45
TEC-AC-10000212,3,1014.0,3,10
TEC-AC-10000218,2,192.0,2,6
TEC-AC-10000221,4,1920.0,4,19
TEC-AC-10000241,3,675.0,3,20
TEC-AC-10000244,6,2301.314,6,24
TEC-AC-10000254,5,1520.0,5,29
TEC-AC-10000258,4,713.0,4,14
TEC-AC-10000263,5,334.0,5,13
TEC-AC-10000264,1,400.0,1,4
TEC-AC-10000269,6,897.0,6,36
TEC-AC-10000271,1,137.0,1,2
TEC-AC-10000284,4,446.0,4,12
TEC-AC-10000290,4,97.0,4,15
TEC-AC-10000303,3,240.0,3,7
TEC-AC-10000317,3,944.0,3,12
TEC-AC-10000332,5,965.0,5,19
TEC-AC-10000335,5,2049.0,5,13
TEC-AC-10000336,5,430.0,5,18
TEC-AC-10000342,1,38.0,1,3
TEC-AC-10000354,4,578.0,4,20
TEC-AC-10000358,6,889.0,6,24
TEC-AC-10000376,9,4105.298,9,41
TEC-AC-10000387,3,75.0,3,6
TEC-AC-10000394,2,404.0,2,7
TEC-AC-10000397,6,947.0,6,25
TEC-AC-10000398,7,2880.0,7,31
TEC-AC-10000420,8,1870.403,8,40
TEC-AC-10000422,2,754.0,2,13
TEC-AC-10000431,4,308.0,4,13
TEC-AC-10000450,4,812.0,4,11
TEC-AC-10000462,1,296.0,1,4
TEC-AC-10000474,8,1893.0,8,27
TEC-AC-10000483,8,2609.0,8,24
TEC-AC-10000487,2,26.0,2,5
TEC-AC-10000494,7,695.0,7,15
TEC-AC-10000499,2,416.0,2,5
TEC-AC-10000501,5,2252.0,5,15
TEC-AC-10000510,2,111.0,2,3
TEC-AC-10000512,1,250.0,1,3
TEC-AC-10000519,2,581.0,2,10
TEC-AC-10000521,4,81.0,4,8
TEC-AC-10000530,3,827.0,3,8
TEC-AC-10000540,2,188.0,2,8
TEC-AC-10000575,5,523.0,5,12
TEC-AC-10000580,4,1040.0,4,14
TEC-AC-10000588,2,174.0,2,6
TEC-AC-10000596,5,1520.0,5,18
TEC-AC-10000598,1,22.0,1,2
TEC-AC-10000633,1,229.0,1,2
TEC-AC-10000639,4,1269.863,4,13
TEC-AC-10000642,5,581.0,5,22
TEC-AC-10000657,1,229.0,1,2
TEC-AC-10000682,6,322.0,6,20
TEC-AC-10000692,7,1359.0,7,29
TEC-AC-10000710,3,296.0,3,18
TEC-AC-10000712,2,522.079,2,10
TEC-AC-10000736,8,1616.0,8,21
TEC-AC-10000742,3,682.0,3,23
TEC-AC-10000763,5,960.0,5,14
TEC-AC-10000766,1,20.0,1,2
TEC-AC-10000815,4,216.0,4,7
TEC-AC-10000827,6,1826.0,6,28
TEC-AC-10000844,8,2363.0,8,31
TEC-AC-10000857,2,1210.0,2,6
TEC-AC-10000860,6,984.0,6,27
TEC-AC-10000861,7,2947.0,7,13
TEC-AC-10000863,6,1411.0,6,24
TEC-AC-10000865,6,1443.0,6,24
TEC-AC-10000866,7,2097.612,7,43
TEC-AC-10000873,2,131.0,2,4
TEC-AC-10000883,4,386.0,4,15
TEC-AC-10000887,3,342.0,3,9
TEC-AC-10000890,10,4074.036,10,32
TEC-AC-10000892,7,1890.0,7,22
TEC-AC-10000896,6,763.0,6,15
TEC-AC-10000926,1,60.0,1,3
TEC-AC-10000927,4,492.0,4,17
TEC-AC-10000929,4,276.0,4,7
TEC-AC-10000957,6,1806.0,6,34
TEC-AC-10000990,3,1051.049,3,16
TEC-AC-10000991,4,583.0,4,13
TEC-AC-10001002,1,169.0,1,3
TEC-AC-10001013,10,749.0,10,29
TEC-AC-10001022,8,921.0,8,28
TEC-AC-10001030,4,258.0,4,14
TEC-AC-10001032,3,487.0,3,15
TEC-AC-10001047,1,169.0,1,1
TEC-AC-10001055,8,1262.0,8,37
TEC-AC-10001056,7,2078.216,7,32
TEC-AC-10001075,1,202.0,1,4
TEC-AC-10001076,4,1003.0,4,21
TEC-AC-10001082,5,1169.0,5,22
TEC-AC-10001089,8,2359.0,8,29
TEC-AC-10001090,8,849.0,8,23
TEC-AC-10001100,5,2722.237,5,21
TEC-AC-10001101,4,191.0,4,16
TEC-AC-10001106,1,63.0,1,4
TEC-AC-10001109,9,774.0,9,28
TEC-AC-10001114,4,592.0,4,15
TEC-AC-10001142,5,1722.0,5,24
TEC-AC-10001172,5,517.0,5,23
TEC-AC-10001187,6,1173.0,6,17
TEC-AC-10001197,4,553.0,4,11
TEC-AC-10001221,8,2188.0,8,35
TEC-AC-10001226,6,865.0,6,21
TEC-AC-10001243,4,484.0,4,12
TEC-AC-10001246,7,831.0,7,24
TEC-AC-10001251,3,830.0,3,14
TEC-AC-10001254,4,1944.0,4,20
TEC-AC-10001258,4,5.901,4,23
TEC-AC-10001266,8,299.0,8,26
TEC-AC-10001267,5,468.0,5,18
TEC-AC-10001274,5,1699.0,5,27
TEC-AC-10001278,6,751.0,6,19
TEC-AC-10001284,5,468.0,5,24
TEC-AC-10001295,2,532.0,2,6
TEC-AC-10001311,4,816.0,4,17
TEC-AC-10001312,5,808.0,5,25
TEC-AC-10001314,8,1230.0,8,27
TEC-AC-10001341,8,2292.0,8,35
TEC-AC-10001348,4,1877.0,4,9
TEC-AC-10001352,9,1357.0,9,31
TEC-AC-10001355,2,891.0,2,6
TEC-AC-10001364,5,434.0,5,18
TEC-AC-10001383,3,365.0,3,15
TEC-AC-10001402,3,272.0,3,6
TEC-AC-10001405,5,2128.0,5,15
TEC-AC-10001406,1,116.0,1,1
TEC-AC-10001407,6,395.0,6,19
TEC-AC-10001410,4,1773.0,4,26
TEC-AC-10001432,5,1641.0,5,21
TEC-AC-10001438,8,1280.0,8,35
TEC-AC-10001441,6,866.0,6,24
TEC-AC-10001445,3,42.0,3,14
TEC-AC-10001455,1,243.0,1,4
TEC-AC-10001463,5,981.0,5,21
TEC-AC-10001465,9,1184.0,9,34
TEC-AC-10001486,6,1237.0,6,30
TEC-AC-10001491,8,856.0,8,32
TEC-AC-10001500,5,2333.0,5,28
TEC-AC-10001539,4,1248.0,4,17
TEC-AC-10001542,3,108.0,3,10
TEC-AC-10001552,5,1155.0,5,25
TEC-AC-10001553,5,374.0,5,26
TEC-AC-10001564,4,970.0,4,23
TEC-AC-10001566,4,1717.716,4,14
TEC-AC-10001590,2,125.0,2,5
TEC-AC-10001592,1,52.0,1,2
TEC-AC-10001600,4,856.0,4,16
TEC-AC-10001606,7,1800.0,7,21
TEC-AC-10001608,2,78.0,2,5
TEC-AC-10001611,2,364.0,2,8
TEC-AC-10001616,5,1746.0,5,32
TEC-AC-10001635,3,149.0,3,15
TEC-AC-10001636,6,1042.0,6,27
TEC-AC-10001639,7,622.0,7,23
TEC-AC-10001660,3,709.0,3,17
TEC-AC-10001664,3,423.0,3,8
TEC-AC-10001666,5,1027.0,5,22
TEC-AC-10001688,5,781.0,5,14
TEC-AC-10001696,2,207.0,2,9
TEC-AC-10001703,3,493.0,3,9
TEC-AC-10001705,4,1159.0,4,26
TEC-AC-10001714,7,791.0,7,23
TEC-AC-10001719,5,388.0,5,19
TEC-AC-10001720,1,229.0,1,2
TEC-AC-10001728,6,460.0,6,20
TEC-AC-10001735,9,752.0,9,31
TEC-AC-10001745,1,62.0,1,2
TEC-AC-10001748,1,80.0,1,2
TEC-AC-10001754,6,1350.0,6,20
TEC-AC-10001756,6,585.0,6,22
TEC-AC-10001765,3,992.0,3,13
TEC-AC-10001767,6,928.0,6,25
TEC-AC-10001772,6,720.0,6,45
TEC-AC-10001791,2,208.0,2,7
TEC-AC-10001792,2,246.0,2,8
TEC-AC-10001830,5,1709.0,5,13
TEC-AC-10001831,1,57.0,1,3
TEC-AC-10001835,8,900.0,8,25
TEC-AC-10001838,7,2322.8,7,26
TEC-AC-10001840,5,758.0,5,23
TEC-AC-10001874,3,552.0,3,11
TEC-AC-10001876,2,552.0,2,9
TEC-AC-10001904,7,954.0,7,33
TEC-AC-10001907,3,366.0,3,13
TEC-AC-10001908,6,1681.12,6,32
TEC-AC-10001942,3,341.0,3,11
TEC-AC-10001948,9,1213.0,9,35
TEC-AC-10001949,2,518.55,2,8
TEC-AC-10001950,3,319.0,3,11
TEC-AC-10001951,1,90.0,1,3
TEC-AC-10001956,2,360.0,2,7
TEC-AC-10001974,1,124.0,1,2
TEC-AC-10001987,6,948.0,6,25
TEC-AC-10001990,8,2739.034,8,45
TEC-AC-10001995,5,3464.0,5,16
TEC-AC-10001998,6,208.0,6,11
TEC-AC-10002001,6,2880.0,6,21
TEC-AC-10002006,7,557.0,6,39
TEC-AC-10002013,3,704.0,3,19
TEC-AC-10002014,3,405.0,3,10
TEC-AC-10002015,2,200.161,2,9
TEC-AC-10002017,4,845.0,4,9
TEC-AC-10002018,5,88.0,5,14
TEC-AC-10002025,1,39.0,1,5
TEC-AC-10002048,2,77.0,2,7
TEC-AC-10002049,15,4970.796,14,60
TEC-AC-10002076,4,1497.0,4,29
TEC-AC-10002086,4,1784.0,4,24
TEC-AC-10002110,4,206.0,4,12
TEC-AC-10002122,3,980.0,3,12
TEC-AC-10002130,2,91.0,2,4
TEC-AC-10002134,3,105.0,3,9
TEC-AC-10002145,1,70.0,1,1
TEC-AC-10002148,1,512.0,1,9
TEC-AC-10002153,1,276.0,1,10
TEC-AC-10002158,5,1155.0,5,14
TEC-AC-10002159,3,1307.0,3,10
TEC-AC-10002167,8,357.0,8,25
TEC-AC-10002170,11,952.0,11,35
TEC-AC-10002172,8,2260.0,8,36
TEC-AC-10002204,5,796.0,5,20
TEC-AC-10002217,7,444.0,7,25
TEC-AC-10002218,3,414.0,3,6
TEC-AC-10002219,6,1732.0,6,28
TEC-AC-10002221,9,865.0,9,37
TEC-AC-10002224,1,148.0,1,10
TEC-AC-10002243,7,1761.0,7,25
TEC-AC-10002244,7,2375.868,7,32
TEC-AC-10002253,4,1164.496,4,16
TEC-AC-10002255,11,2075.0,11,38
TEC-AC-10002257,11,2333.239,11,41
TEC-AC-10002263,3,900.0,2,8
TEC-AC-10002289,3,910.0,3,16
TEC-AC-10002295,1,61.0,1,2
TEC-AC-10002305,6,324.0,6,18
TEC-AC-10002308,6,2327.0,6,31
TEC-AC-10002322,3,1330.0,3,13
TEC-AC-10002323,11,883.0,11,44
TEC-AC-10002324,11,1357.0,11,26
TEC-AC-10002331,5,232.0,5,26
TEC-AC-10002335,13,3211.0,13,46
TEC-AC-10002340,2,891.0,2,8
TEC-AC-10002345,6,276.0,6,20
TEC-AC-10002348,2,1490.0,2,13
TEC-AC-10002357,5,914.0,5,33
TEC-AC-10002363,3,726.0,3,10
TEC-AC-10002364,1,517.0,1,2
TEC-AC-10002370,11,537.0,11,31
TEC-AC-10002380,1,27.0,1,3
TEC-AC-10002389,1,162.0,1,4
TEC-AC-10002399,6,361.0,6,20
TEC-AC-10002402,8,2160.0,8,30
TEC-AC-10002455,6,646.0,6,27
TEC-AC-10002458,5,302.0,5,19
TEC-AC-10002473,11,1232.0,11,49
TEC-AC-10002482,4,316.0,4,15
TEC-AC-10002522,2,781.0,2,4
TEC-AC-10002530,2,125.0,2,5
TEC-AC-10002533,12,4452.031,11,57
TEC-AC-10002543,1,161.0,1,4
TEC-AC-10002545,1,198.0,1,3
TEC-AC-10002550,8,619.0,8,27
TEC-AC-10002558,2,54.0,2,5
TEC-AC-10002567,9,2000.0,9,29
TEC-AC-10002568,5,839.0,5,20
TEC-AC-10002581,1,37.0,1,2
TEC-AC-10002600,2,496.0,2,9
TEC-AC-10002601,2,695.0,2,5
TEC-AC-10002607,1,11.0,1,1
TEC-AC-10002629,5,1783.0,5,25
TEC-AC-10002637,5,2125.62,5,22
TEC-AC-10002647,2,383.0,2,4
TEC-AC-10002649,5,1379.0,5,20
TEC-AC-10002664,10,2015.0,10,40
TEC-AC-10002670,5,501.0,5,23
TEC-AC-10002688,4,1007.0,4,14
TEC-AC-10002702,4,453.0,4,6
TEC-AC-10002712,9,1637.0,9,35
TEC-AC-10002718,6,266.0,6,21
TEC-AC-10002719,4,690.442,4,15
TEC-AC-10002738,10,3838.0,10,37
TEC-AC-10002749,4,238.0,4,12
TEC-AC-10002756,3,472.0,3,9
TEC-AC-10002760,5,1321.0,5,21
TEC-AC-10002795,4,279.0,4,16
TEC-AC-10002799,10,1854.0,10,30
TEC-AC-10002800,9,1620.0,9,34
TEC-AC-10002815,1,159.0,1,3
TEC-AC-10002833,6,546.0,6,21
TEC-AC-10002842,10,3089.071,10,40
TEC-AC-10002844,1,159.0,1,4
TEC-AC-10002850,3,1265.0,3,12
TEC-AC-10002852,3,423.0,3,6
TEC-AC-10002857,3,84.0,3,14
TEC-AC-10002881,2,138.0,2,4
TEC-AC-10002883,10,1921.0,9,35
TEC-AC-10002884,6,1992.0,6,26
TEC-AC-10002900,2,232.0,2,6
TEC-AC-10002901,4,535.0,4,19
TEC-AC-10002914,4,2045.338,4,16
TEC-AC-10002926,8,1410.0,8,30
TEC-AC-10002938,1,92.0,1,3
TEC-AC-10002942,6,1008.0,6,17
TEC-AC-10002996,4,660.0,4,19
TEC-AC-10003023,5,759.0,5,14
TEC-AC-10003027,3,351.0,3,13
TEC-AC-10003033,10,3571.26,10,35
TEC-AC-10003034,2,550.0,2,13
TEC-AC-10003038,13,479.0,13,57
TEC-AC-10003044,5,514.0,5,17
TEC-AC-10003047,6,1122.0,6,21
TEC-AC-10003052,1,119.0,1,3
TEC-AC-10003063,10,2685.0,10,35
TEC-AC-10003080,4,1139.0,4,11
TEC-AC-10003081,9,529.0,9,35
TEC-AC-10003095,6,2158.0,6,17
TEC-AC-10003103,5,952.0,5,12
TEC-AC-10003105,5,345.0,5,13
TEC-AC-10003116,8,535.0,8,32
TEC-AC-10003133,1,14.0,1,2
TEC-AC-10003159,6,2566.0,6,19
TEC-AC-10003172,5,746.0,5,18
TEC-AC-10003174,6,2242.0,5,23
TEC-AC-10003180,1,518.0,1,2
TEC-AC-10003198,6,2450.0,6,29
TEC-AC-10003217,10,2418.0,10,34
TEC-AC-10003237,3,104.0,3,11
TEC-AC-10003262,1,308.0,1,2
TEC-AC-10003265,6,1298.917,6,27
TEC-AC-10003276,4,2296.0,4,12
TEC-AC-10003280,8,564.0,8,21
TEC-AC-10003289,5,500.0,5,26
TEC-AC-10003294,4,529.0,4,19
TEC-AC-10003327,6,2740.0,6,39
TEC-AC-10003334,4,920.0,4,18
TEC-AC-10003335,3,1101.0,3,10
TEC-AC-10003343,4,482.0,4,17
TEC-AC-10003367,3,1421.0,3,20
TEC-AC-10003399,6,542.0,6,15
TEC-AC-10003400,1,8.0,1,1
TEC-AC-10003403,4,1477.103,4,18
TEC-AC-10003407,5,434.0,5,23
TEC-AC-10003408,7,1114.0,7,19
TEC-AC-10003413,6,2181.0,6,11
TEC-AC-10003415,5,1780.796,5,18
TEC-AC-10003416,2,284.0,2,10
TEC-AC-10003417,1,342.0,1,3
TEC-AC-10003422,1,102.0,1,2
TEC-AC-10003433,5,11.0,5,13
TEC-AC-10003441,7,357.0,7,22
TEC-AC-10003447,4,292.0,4,15
TEC-AC-10003451,2,76.0,2,5
TEC-AC-10003454,6,959.0,6,15
TEC-AC-10003463,3,496.0,3,9
TEC-AC-10003469,1,513.0,1,2
TEC-AC-10003487,6,1009.0,6,27
TEC-AC-10003499,5,195.0,5,20
